website_name,website_address,website_city,website_state,website_zip,candidate_rank,crm_account_id,crm_name,crm_parent_id,crm_parent_name,crm_address,crm_city,crm_state,crm_zip,crm_status,lifetime_revenue,outstanding_ar,score,match_strength,name_score,address_exact,city_exact,state_exact,zip_exact
Bellhaven of Kalamazoo,3222 Gull Rd,Kalamazoo,MI,49048,1,001NSHWKQD0YJLPQ20,Bellhaven of Kalamazoo,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),3222 Gull Road,Kalamazoo,MI,49048,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Kalamazoo,3222 Gull Rd,Kalamazoo,MI,49048,2,001EGU7BMJ942ZTRE6,Bellhaven of Owosso,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1120 W Main St,Owosso,MI,48867,Active,0,0,12.03,LOW,70.27,False,False,True,False
Bellhaven of Kalamazoo,3222 Gull Rd,Kalamazoo,MI,49048,3,001MVVAPY6U5TVYRC4,Bellhaven of Saline,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),980 West Michigan Avenue,Saline,MI,48176,Active,0,0,12.03,LOW,70.27,False,False,True,False
Bellhaven of Kettering,3313 Wilmington Pike,Kettering,OH,45429,1,001WR41PYNWXCAE2X4,Bellhaven of Kettering,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),3313 Wilmington Pike,Kettering,OH,45429,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Kettering,3313 Wilmington Pike,Kettering,OH,45429,2,0016KTS1UAWBRXS09J,Kettering Nursing & Rehabilitation,,,3313 Wilmington Pike,Kettering,OH,45429,Active,0,0,93.6,HIGH,36.0,True,True,True,True
Bellhaven of Kettering,3313 Wilmington Pike,Kettering,OH,45429,3,001B7XZAA3AFALS9GP,Kettering Senior Campus,001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),3313 Wilmington Pk,Kettering,OH,45429,Active,0,0,39.39,LOW,43.9,False,True,True,True
Bellhaven of Maplewood,210 Orchard Lane,Maplewood,OH,44280,1,001L3LGR6W69J8DYYV,Bellhaven of Maplewood,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),210 Orchard Ln,Maplewood,OH,44280,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Maplewood,210 Orchard Lane,Maplewood,OH,44280,2,0019M1Z45PGV2DJ971,Maplewood Senior Care Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),431 Main St,Maplewood,OH,44280,Active,0,0,39.0,LOW,40.0,False,True,True,True
Bellhaven of Maplewood,210 Orchard Lane,Maplewood,OH,44280,3,0015L38R1Z5947ZZP7,Bellhaven of Marion,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),199 Barks Road West,Marion,OH,43302,Active,87000,0,12.57,LOW,75.68,False,False,True,False
Bellhaven of Marietta,805 Colegate Dr,Marietta,OH,45750,1,001A4016DD25E80693,Bellhaven of Marietta,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),805 Colegate Dr,Marietta,OH,45750,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Marietta,805 Colegate Dr,Marietta,OH,45750,2,001A34WFSUYHCRBLFT,Bellhaven of Marietta,001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),805 Colegate Drive,Marietta,OH,45750,Active,51250,3800,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Marietta,805 Colegate Dr,Marietta,OH,45750,3,0015L38R1Z5947ZZP7,Bellhaven of Marion,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),199 Barks Road West,Marion,OH,43302,Active,87000,0,13.33,LOW,83.33,False,False,True,False
Bellhaven of Marion,199 Barks Rd W,Marion,OH,43302,1,0015L38R1Z5947ZZP7,Bellhaven of Marion,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),199 Barks Road West,Marion,OH,43302,Active,87000,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Marion,199 Barks Rd W,Marion,OH,43302,2,001A4016DD25E80693,Bellhaven of Marietta,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),805 Colegate Dr,Marietta,OH,45750,Active,0,0,13.33,LOW,83.33,False,False,True,False
Bellhaven of Marion,199 Barks Rd W,Marion,OH,43302,3,001A34WFSUYHCRBLFT,Bellhaven of Marietta,001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),805 Colegate Drive,Marietta,OH,45750,Active,51250,3800,13.33,LOW,83.33,False,False,True,False
Bellhaven of Meadville,341 Chestnut St,Meadville,PA,16335,1,001KC1NG7EZDEKKA3T,Bellhaven of Meadville,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),341 Chestnut Street,Meadville,PA,16335,Active,87000,1000,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Meadville,341 Chestnut St,Meadville,PA,16335,2,0018CF5521F502B208,Bellhaven of Carlisle,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),640 Walnut Bottom Rd,Carlisle,PA,17015,Active,0,0,12.69,LOW,76.92,False,False,True,False
Bellhaven of Meadville,341 Chestnut St,Meadville,PA,16335,3,001CVBBCSDM7YHN220,Bellhaven Shores of Erie,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),4930 W Lake Rd,Erie,PA,16505,Active,0,0,11.83,LOW,68.29,False,False,True,False
Bellhaven of New Carlisle,875 Elm Street,New Carlisle,OH,45344,1,001AQGPZ5G5VRES536,Bellhaven of New Carlisle,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),875 Elm St,New Carlisle,OH,45344,Active,156000,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of New Carlisle,875 Elm Street,New Carlisle,OH,45344,2,001H1JMVZWP46D5VUF,Bellhaven of Zanesville,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2680 Maple Avenue,Zanesville,OH,43701,Active,0,0,12.44,LOW,74.42,False,False,True,False
Bellhaven of New Carlisle,875 Elm Street,New Carlisle,OH,45344,3,001A4016DD25E80693,Bellhaven of Marietta,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),805 Colegate Dr,Marietta,OH,45750,Active,0,0,12.32,LOW,73.17,False,False,True,False
Bellhaven of Owosso,1120 W Main St,Owosso,MI,48867,1,001EGU7BMJ942ZTRE6,Bellhaven of Owosso,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1120 W Main St,Owosso,MI,48867,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Owosso,1120 W Main St,Owosso,MI,48867,2,001QU150PM4Z15UA71,Bellhaven of Owosso,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1120 West Main Street,Owosso,MI,48867,Inactive,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Owosso,1120 W Main St,Owosso,MI,48867,3,001MVVAPY6U5TVYRC4,Bellhaven of Saline,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),980 West Michigan Avenue,Saline,MI,48176,Active,0,0,12.06,LOW,70.59,False,False,True,False
Bellhaven of Port Clinton,1420 Harbor Point Dr,Port Clinton,OH,43452,1,001UELXDAKFRKB8932,Bellhaven of Port Clinton,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1420 Harbor Point Dr,Port Clinton,OH,43452,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Port Clinton,1420 Harbor Point Dr,Port Clinton,OH,43452,2,001JD2MWRA74LTSN24,Harborview Nursing & Rehab of Port Clinton,001FJZYHR7MLFMNPLL,Harborview Care Group (Parent Account),1420 Harbor Point Drive,Port Clinton,OH,43452,Active,0,0,96.32,HIGH,63.16,True,True,True,True
Bellhaven of Port Clinton,1420 Harbor Point Dr,Port Clinton,OH,43452,3,0015L38R1Z5947ZZP7,Bellhaven of Marion,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),199 Barks Road West,Marion,OH,43302,Active,87000,0,12.69,LOW,76.92,False,False,True,False
Bellhaven of Portsmouth,2222 Gallia St,Portsmouth,OH,45662,1,001CF3LDWVRGL09P4F,Bellhaven of Portsmouth,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2222 Gallia St,Portsmouth,OH,45662,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Portsmouth,2222 Gallia St,Portsmouth,OH,45662,2,001UELXDAKFRKB8932,Bellhaven of Port Clinton,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1420 Harbor Point Dr,Port Clinton,OH,43452,Active,0,0,12.44,LOW,74.42,False,False,True,False
Bellhaven of Portsmouth,2222 Gallia St,Portsmouth,OH,45662,3,001W5G121A7SMRP58M,Bellhaven of Wooster,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2301 Cleveland Rd,Wooster,OH,44691,Active,25000,0,12.18,LOW,71.79,False,False,True,False
Bellhaven of Saline,980 W Michigan Ave,Saline,MI,48176,1,001MVVAPY6U5TVYRC4,Bellhaven of Saline,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),980 West Michigan Avenue,Saline,MI,48176,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Saline,980 W Michigan Ave,Saline,MI,48176,2,001EGU7BMJ942ZTRE6,Bellhaven of Owosso,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1120 W Main St,Owosso,MI,48867,Active,0,0,12.06,LOW,70.59,False,False,True,False
Bellhaven of Saline,980 W Michigan Ave,Saline,MI,48176,3,001QU150PM4Z15UA71,Bellhaven of Owosso,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),1120 West Main Street,Owosso,MI,48867,Inactive,0,0,12.06,LOW,70.59,False,False,True,False
Bellhaven of Tiffin,45 St Lawrence Dr,Tiffin,OH,44883,1,001988434135EF9CD7,Bellhaven of Tiffin,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),45 St Lawrence Dr,Tiffin,OH,44883,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Tiffin,45 St Lawrence Dr,Tiffin,OH,44883,2,001U6RW32TY0WSXZZB,Bellhaven of Tiffin,001FWSQ30SFW6S7604,Cedar Trail Communities (Parent Account),45 St Lawrence Dr,Tiffin,OH,44883,Active,84000,12400,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Tiffin,45 St Lawrence Dr,Tiffin,OH,44883,3,001R4PXTUD9R6FNN8V,Bellhaven of Defiance,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),700 Carpenter Road,Defiance,OH,43512,Active,66000,9500,12.78,LOW,77.78,False,False,True,False
Bellhaven of Wooster,2301 Cleveland Road,Wooster,OH,44691,1,001W5G121A7SMRP58M,Bellhaven of Wooster,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2301 Cleveland Rd,Wooster,OH,44691,Active,25000,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Wooster,2301 Cleveland Road,Wooster,OH,44691,2,0014DHACE6WQU3RMM5,Bellhaven Woods of Toledo,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),4850 Northwest Sylvania Avenue,Toledo,OH,43623,Active,54000,0,12.5,LOW,75.0,False,False,True,False
Bellhaven of Wooster,2301 Cleveland Road,Wooster,OH,44691,3,001WR41PYNWXCAE2X4,Bellhaven of Kettering,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),3313 Wilmington Pike,Kettering,OH,45429,Active,0,0,12.37,LOW,73.68,False,False,True,False
Bellhaven of Zanesville,2680 Maple Ave,Zanesville,OH,43701,1,001H1JMVZWP46D5VUF,Bellhaven of Zanesville,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2680 Maple Avenue,Zanesville,OH,43701,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven of Zanesville,2680 Maple Ave,Zanesville,OH,43701,2,001AQGPZ5G5VRES536,Bellhaven of New Carlisle,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),875 Elm St,New Carlisle,OH,45344,Active,156000,0,12.44,LOW,74.42,False,False,True,False
Bellhaven of Zanesville,2680 Maple Ave,Zanesville,OH,43701,3,001B2902712E76E8DE,Bellhaven of Batavia,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),2000 Hospital Dr,Batavia,OH,45103,Active,0,0,12.18,LOW,71.79,False,False,True,False
Bellhaven Rehabilitation & Nursing of Grove City,3985 Broadway,Grove City,OH,43123,1,001TZCSTBZFM6K5BGN,Bellhaven Rehabilitation & Nursing of Grove City,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),3985 Broadway,Grove City,OH,43123,Active,0,0,100.0,HIGH,100.0,True,True,True,True
Bellhaven Rehabilitation & Nursing of Grove City,3985 Broadway,Grove City,OH,43123,2,001LGFPBJY4N9MB6KL,Bellhaven Crossings of Lima,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),3115 N Cole St,Lima,OH,45801,Active,47000,0,10.54,LOW,55.38,False,False,True,False
Bellhaven Rehabilitation & Nursing of Grove City,3985 Broadway,Grove City,OH,43123,3,001CBDQSNJUVEG0HDH,Oakmont Rehabilitation Center,00139TNDS8HNLUZ5A6,Stonebridge Eldercare (Parent Account),4457 Church Blvd,Youngstown,OH,44505,Active,150000,0,10.29,LOW,52.94,False,False,True,False
Bellhaven Shores of Erie,4930 W Lake Rd,Erie,PA,16505,1,001CVBBCSDM7YHN220,Bellhaven Shores of Erie,0015QAPLGS3FVYEEEM,Bellhaven Senior Living (Parent Account),4930 W Lake Rd,Erie,PA,16505,Active,0,0,100.0,HIGH,100.0,True,True,True,True
